chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch9-f73,ch9,9,1,chapter,Ch9,,Do instead: highest-priority parameter → one correction → one full turnover → retest → next. Chapter 9 §9.18.2.,Do instead: highest-priority parameter → one correction → one full turnover → retest → next. Chapter 9 §9.18.2.,30,False,False,"[""instead"", ""highest"", ""parameter"", ""next"", ""full"", ""correction"", ""one"", ""turnover"", ""priority"", ""retest""]","{""chunk_id"": ""ch9-f73"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 30, ""keywords"": [""instead"", ""highest"", ""parameter"", ""next"", ""full"", ""correction"", ""one"", ""turnover"", ""priority"", ""retest""]}"
ch18-f03,ch18,18,1,chapter,Ch18,,"First action: Verify the CC reading by FAS-DPD and confirm no recent non-chlorine oxidizer addition (Chapter 18 §18.4, Chapter 12 §12.8.4). Then correct pH, then oxidize. §19.7.2.","First action: Verify the CC reading by FAS-DPD and confirm no recent non-chlorine oxidizer addition (Chapter 18 §18.4, Chapter 12 §12.8.4). Then correct pH, then oxidize. §19.7.2.",57,False,False,"[""non"", ""action"", ""the"", ""first"", ""dpd"", ""confirm"", ""correct"", ""and"", ""oxidize"", ""fas""]","{""chunk_id"": ""ch18-f03"", ""chunk_id_legacy"": ""ch18"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 18, ""hierarchy_path"": ""Ch18"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 57, ""keywords"": [""non"", ""action"", ""the"", ""first"", ""dpd"", ""confirm"", ""correct"", ""and"", ""oxidize"", ""fas""]}"
ch12-f26,ch12,12,1,chapter,Ch12,,Do select the product per Chapter 12 §12.4. Summary of the decision:,Do select the product per Chapter 12 §12.4. Summary of the decision:,18,False,False,"[""the"", ""select"", ""chapter"", ""per"", ""summary"", ""decision"", ""product""]","{""chunk_id"": ""ch12-f26"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 18, ""keywords"": [""the"", ""select"", ""chapter"", ""per"", ""summary"", ""decision"", ""product""]}"
ch9-f74,ch9,9,1,chapter,Ch9,,"Do calculate the dose — Chapter 9 §9.6–9.9. Target the middle of the permitted range, not the minimum.","Do calculate the dose — Chapter 9 §9.6–9.9. Target the middle of the permitted range, not the minimum.",29,False,False,"[""calculate"", ""not"", ""the"", ""range"", ""middle"", ""permitted"", ""minimum"", ""target"", ""dose"", ""chapter""]","{""chunk_id"": ""ch9-f74"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 29, ""keywords"": [""calculate"", ""not"", ""the"", ""range"", ""middle"", ""permitted"", ""minimum"", ""target"", ""dose"", ""chapter""]}"
ch8-f32,ch8,8,1,chapter,Ch8,,"Do wait at least one full turnover before the verifying retest — about 4 hours for a 36,200 gal vessel at 150 gpm. Chapter 8 §8.4.","Do wait at least one full turnover before the verifying retest — about 4 hours for a 36,200 gal vessel at 150 gpm. Chapter 8 §8.4.",39,False,False,"[""vessel"", ""least"", ""gal"", ""the"", ""wait"", ""full"", ""one"", ""turnover"", ""about"", ""hours""]","{""chunk_id"": ""ch8-f32"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 39, ""keywords"": [""vessel"", ""least"", ""gal"", ""the"", ""wait"", ""full"", ""one"", ""turnover"", ""about"", ""hours""]}"
ch9-f75,ch9,9,1,chapter,Ch9,,Do compute recovery — actual change ÷ predicted change — and record it. Chapter 9 §9.19.,Do compute recovery — actual change ÷ predicted change — and record it. Chapter 9 §9.19.,23,False,False,"[""recovery"", ""actual"", ""predicted"", ""and"", ""record"", ""compute"", ""change"", ""chapter""]","{""chunk_id"": ""ch9-f75"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 23, ""keywords"": [""recovery"", ""actual"", ""predicted"", ""and"", ""record"", ""compute"", ""change"", ""chapter""]}"
ch12-f27,ch12,12,1,chapter,Ch12,,"Do find out why it happened — feeder fault, controller fault, calculation error, wrong product strength, stacked doses — and correct that. An overdose is almost always an equipment or procedure failure, and it will repeat. Chapter 12 §12.9.5.","Do find out why it happened — feeder fault, controller fault, calculation error, wrong product strength, stacked doses — and correct that. An overdose is almost always an equipment or procedure failure, and it will repeat. Chapter 12 §12.9.5.",53,False,False,"[""calculation"", ""correct"", ""controller"", ""out"", ""strength"", ""find"", ""will"", ""and"", ""procedure"", ""fault""]","{""chunk_id"": ""ch12-f27"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 53, ""keywords"": [""calculation"", ""correct"", ""controller"", ""out"", ""strength"", ""find"", ""will"", ""and"", ""procedure"", ""fault""]}"
ch18-f04,ch18,18,1,chapter,Ch18,,"Do suspect DPD bleach-out if a reading is implausibly low after a large addition. Dilute the sample and retest, or use FAS-DPD. Chapter 18 §18.3.4.","Do suspect DPD bleach-out if a reading is implausibly low after a large addition. Dilute the sample and retest, or use FAS-DPD. Chapter 18 §18.3.4.",44,False,False,"[""out"", ""low"", ""the"", ""implausibly"", ""dpd"", ""and"", ""suspect"", ""sample"", ""fas"", ""reading""]","{""chunk_id"": ""ch18-f04"", ""chunk_id_legacy"": ""ch18"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 18, ""hierarchy_path"": ""Ch18"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 44, ""keywords"": [""out"", ""low"", ""the"", ""implausibly"", ""dpd"", ""and"", ""suspect"", ""sample"", ""fas"", ""reading""]}"
ch9-f76,ch9,9,1,chapter,Ch9,,Do use the acid-plus-aeration cycle for any significant alkalinity reduction — Chapter 9 §9.12.4. It is the standard method and it avoids leaving the vessel at a damaging low pH.,Do use the acid-plus-aeration cycle for any significant alkalinity reduction — Chapter 9 §9.12.4. It is the standard method and it avoids leaving the vessel at a damaging low pH.,42,False,False,"[""vessel"", ""aeration"", ""damaging"", ""and"", ""standard"", ""method"", ""use"", ""for"", ""alkalinity"", ""avoids""]","{""chunk_id"": ""ch9-f76"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 42, ""keywords"": [""vessel"", ""aeration"", ""damaging"", ""and"", ""standard"", ""method"", ""use"", ""for"", ""alkalinity"", ""avoids""]}"
ch18-f05,ch18,18,1,chapter,Ch18,,"Do store separated from every chlorine product, cool, dry, ventilated, upright, in the original container, with secondary containment, secured from unauthorized access, and not in the same room as the test kit (Chapter 18 §18.6.2).","Do store separated from every chlorine product, cool, dry, ventilated, upright, in the original container, with secondary containment, secured from unauthorized access, and not in the same room as the test kit (Chapter 18 §18.6.2).",52,False,False,"[""access"", ""container"", ""secondary"", ""and"", ""test"", ""with"", ""product"", ""same"", ""kit"", ""original""]","{""chunk_id"": ""ch18-f05"", ""chunk_id_legacy"": ""ch18"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 18, ""hierarchy_path"": ""Ch18"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 52, ""keywords"": [""access"", ""container"", ""secondary"", ""and"", ""test"", ""with"", ""product"", ""same"", ""kit"", ""original""]}"
ch18-19-4-5-1,ch18-19-4-5-1,18,3,subsection,Ch18/The decision rule:,,The decision rule:,"pH low, alkalinity ADEQUATE       -> AERATION first (free, no alkalinity rise) then soda ash if aeration is insufficient pH low, alkalinity LOW            -> SODIUM BICARBONATE first (fix the buffer) then re-read pH - it often comes up on its own pH low, alkalinity HIGH           -> AERATION only. Soda ash would worsen alkalinity pH acceptable, alkalinity LOW     -> SODIUM BICARBONATE pH high, alkalinity HIGH          -> ACID + AERATION cycle (Ch 9 sec 9.12.4) pH high, alkalinity ADEQUATE      -> ACID in small increments, accepting a modest alkalinity drop",153,False,False,"[""the"", ""high"", ""aeration"", ""rule"", ""alkalinity"", ""decision""]","{""chunk_id"": ""ch18-19-4-5-1"", ""chunk_id_legacy"": ""ch18-19-4-5-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 18, ""hierarchy_path"": ""Ch18/The decision rule:"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 153, ""keywords"": [""the"", ""high"", ""aeration"", ""rule"", ""alkalinity"", ""decision""]}"
ch9-f77,ch9,9,1,chapter,Ch9,,"Do dose pH incrementally and retest. Chapter 9 §9.13 explains why there is no reliable single-dose pH formula: pH response depends on buffer capacity, so the same amount moves pH a lot in low-alkalinity water and hardly at all in high-alkalinity water.","Do dose pH incrementally and retest. Chapter 9 §9.13 explains why there is no reliable single-dose pH formula: pH response depends on buffer capacity, so the same amount moves pH a lot in low-alkalinity water and hardly at all in high-alkalinity water.",62,False,False,"[""depends"", ""formula"", ""single"", ""explains"", ""amount"", ""all"", ""and"", ""there"", ""lot"", ""dose""]","{""chunk_id"": ""ch9-f77"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 62, ""keywords"": [""depends"", ""formula"", ""single"", ""explains"", ""amount"", ""all"", ""and"", ""there"", ""lot"", ""dose""]}"
ch9-f78,ch9,9,1,chapter,Ch9,,Do use a conservative starting increment and retest after one turnover. Chapter 9 §9.13.3.,Do use a conservative starting increment and retest after one turnover. Chapter 9 §9.13.3.,23,False,False,"[""starting"", ""and"", ""one"", ""turnover"", ""use"", ""increment"", ""conservative"", ""after"", ""retest"", ""chapter""]","{""chunk_id"": ""ch9-f78"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 23, ""keywords"": [""starting"", ""and"", ""one"", ""turnover"", ""use"", ""increment"", ""conservative"", ""after"", ""retest"", ""chapter""]}"
ch9-f79,ch9,9,1,chapter,Ch9,,Do use the acid demand test where your kit provides one — it is a titration on your actual water and is more accurate than any generic factor. Chapter 9 §9.13.5.,Do use the acid demand test where your kit provides one — it is a titration on your actual water and is more accurate than any generic factor. Chapter 9 §9.13.5.,40,False,False,"[""than"", ""demand"", ""your"", ""more"", ""and"", ""test"", ""use"", ""provides"", ""any"", ""kit""]","{""chunk_id"": ""ch9-f79"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 40, ""keywords"": [""than"", ""demand"", ""your"", ""more"", ""and"", ""test"", ""use"", ""provides"", ""any"", ""kit""]}"
ch16-f10,ch16,16,1,chapter,Ch16,,Stop if alkalinity approaches the bottom of your range before pH reaches target. Continuing leaves the water aggressive and corrosive. Chapter 16.,Stop if alkalinity approaches the bottom of your range before pH reaches target. Continuing leaves the water aggressive and corrosive. Chapter 16.,28,False,False,"[""the"", ""range"", ""continuing"", ""leaves"", ""and"", ""stop"", ""your"", ""bottom"", ""target"", ""water""]","{""chunk_id"": ""ch16-f10"", ""chunk_id_legacy"": ""ch16"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 16, ""hierarchy_path"": ""Ch16"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 28, ""keywords"": [""the"", ""range"", ""continuing"", ""leaves"", ""and"", ""stop"", ""your"", ""bottom"", ""target"", ""water""]}"
ch9-f80,ch9,9,1,chapter,Ch9,,"Calcium chloride. About 0.120 lb per ppm per 10,000 gal at 77% flake. Chapter 9 §9.14.","Calcium chloride. About 0.120 lb per ppm per 10,000 gal at 77% flake. Chapter 9 §9.14.",33,False,False,"[""chloride"", ""ppm"", ""gal"", ""flake"", ""calcium"", ""about"", ""per"", ""chapter""]","{""chunk_id"": ""ch9-f80"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 33, ""keywords"": [""chloride"", ""ppm"", ""gal"", ""flake"", ""calcium"", ""about"", ""per"", ""chapter""]}"
ch16-f11,ch16,16,1,chapter,Ch16,,Do recompute the saturation index after each increment. Chapter 16.,Do recompute the saturation index after each increment. Chapter 16.,14,False,True,"[""the"", ""saturation"", ""recompute"", ""each"", ""increment"", ""after"", ""index"", ""chapter""]","{""chunk_id"": ""ch16-f11"", ""chunk_id_legacy"": ""ch16"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 16, ""hierarchy_path"": ""Ch16"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 14, ""keywords"": [""the"", ""saturation"", ""recompute"", ""each"", ""increment"", ""after"", ""index"", ""chapter""]}"
ch9-f81,ch9,9,1,chapter,Ch9,,"Do account for calcium arriving from calcium hypochlorite — about 0.71 ppm CH per ppm FC delivered. In a low-dilution vessel over a season this becomes the dominant source, and you may need no additions at all. Chapter 9 §9.10.2.","Do account for calcium arriving from calcium hypochlorite — about 0.71 ppm CH per ppm FC delivered. In a low-dilution vessel over a season this becomes the dominant source, and you may need no additions at all. Chapter 9 §9.10.2.",59,False,False,"[""vessel"", ""ppm"", ""delivered"", ""additions"", ""season"", ""hypochlorite"", ""may"", ""calcium"", ""dilution"", ""need""]","{""chunk_id"": ""ch9-f81"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 59, ""keywords"": [""vessel"", ""ppm"", ""delivered"", ""additions"", ""season"", ""hypochlorite"", ""may"", ""calcium"", ""dilution"", ""need""]}"
ch9-f82,ch9,9,1,chapter,Ch9,,There is no practical chemical that removes calcium hardness. Dilution is the method. Chapter 9 §9.17.,There is no practical chemical that removes calcium hardness. Dilution is the method. Chapter 9 §9.17.,24,False,False,"[""chemical"", ""the"", ""removes"", ""that"", ""hardness"", ""there"", ""calcium"", ""dilution"", ""method"", ""practical""]","{""chunk_id"": ""ch9-f82"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 24, ""keywords"": [""chemical"", ""the"", ""removes"", ""that"", ""hardness"", ""there"", ""calcium"", ""dilution"", ""method"", ""practical""]}"
ch9-f83,ch9,9,1,chapter,Ch9,,Do remember you cannot dilute below your fill water concentration. Test the fill water. Chapter 9 §9.17.3.,Do remember you cannot dilute below your fill water concentration. Test the fill water. Chapter 9 §9.17.3.,27,False,False,"[""concentration"", ""the"", ""your"", ""below"", ""you"", ""test"", ""water"", ""dilute"", ""fill"", ""cannot""]","{""chunk_id"": ""ch9-f83"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 27, ""keywords"": [""concentration"", ""the"", ""your"", ""below"", ""you"", ""test"", ""water"", ""dilute"", ""fill"", ""cannot""]}"
ch13-f16,ch13,13,1,chapter,Ch13,,"Do use the decoupled approach: set the level once with a conditioner product, then maintain the residual with an unstabilized chlorine so the level stays where you put it. Chapter 13 §13.9 makes the full case.","Do use the decoupled approach: set the level once with a conditioner product, then maintain the residual with an unstabilized chlorine so the level stays where you put it. Chapter 13 §13.9 makes the full case.",48,False,False,"[""maintain"", ""full"", ""conditioner"", ""unstabilized"", ""stays"", ""case"", ""once"", ""then"", ""with"", ""use""]","{""chunk_id"": ""ch13-f16"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 48, ""keywords"": [""maintain"", ""full"", ""conditioner"", ""unstabilized"", ""stays"", ""case"", ""once"", ""then"", ""with"", ""use""]}"
ch13-f17,ch13,13,1,chapter,Ch13,,"Do confirm your code permits cyanuric acid in this venue class before purchasing. Prohibitions in spas, therapy pools, and venues serving diapered children are common. Chapter 13 §13.5.3. [S6]","Do confirm your code permits cyanuric acid in this venue class before purchasing. Prohibitions in spas, therapy pools, and venues serving diapered children are common. Chapter 13 §13.5.3. [S6]",48,False,False,"[""purchasing"", ""cyanuric"", ""common"", ""your"", ""serving"", ""before"", ""diapered"", ""children"", ""and"", ""venue""]","{""chunk_id"": ""ch13-f17"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 48, ""keywords"": [""purchasing"", ""cyanuric"", ""common"", ""your"", ""serving"", ""before"", ""diapered"", ""children"", ""and"", ""venue""]}"
ch13-f18,ch13,13,1,chapter,Ch13,,"Do target zero in any indoor vessel — there is no ultraviolet loss to protect against, so there is no benefit. Chapter 13 §13.3.3.","Do target zero in any indoor vessel — there is no ultraviolet loss to protect against, so there is no benefit. Chapter 13 §13.3.3.",34,False,False,"[""any"", ""vessel"", ""loss"", ""indoor"", ""ultraviolet"", ""there"", ""zero"", ""target"", ""protect"", ""against""]","{""chunk_id"": ""ch13-f18"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 34, ""keywords"": [""any"", ""vessel"", ""loss"", ""indoor"", ""ultraviolet"", ""there"", ""zero"", ""target"", ""protect"", ""against""]}"
ch13-f19,ch13,13,1,chapter,Ch13,,"Stop. Wait the label-specified period — commonly several days — before retesting. Testing early reads low, prompts a second dose, and produces an overshoot that can only be corrected by dilution. Never dose stabilizer twice on an early reading. Chapter 13 §13.7.5, Chapter 18 §18.5.7.","Stop. Wait the label-specified period — commonly several days — before retesting. Testing early reads low, prompts a second dose, and produces an overshoot that can only be corrected by dilution. Never dose stabilizer twice on an early reading. Chapter 13 §13.7.5, Chapter 18 §18.5.7.",71,False,False,"[""produces"", ""testing"", ""early"", ""never"", ""dilution"", ""reads"", ""before"", ""days"", ""wait"", ""and""]","{""chunk_id"": ""ch13-f19"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 71, ""keywords"": [""produces"", ""testing"", ""early"", ""never"", ""dilution"", ""reads"", ""before"", ""days"", ""wait"", ""and""]}"
ch9-f84,ch9,9,1,chapter,Ch9,,Do compute the required replacement volume before starting: fraction = (current − target) ÷ (current − fill water level). Chapter 9 §9.17.,Do compute the required replacement volume before starting: fraction = (current − target) ÷ (current − fill water level). Chapter 9 §9.17.,33,False,False,"[""fraction"", ""current"", ""required"", ""the"", ""replacement"", ""level"", ""starting"", ""compute"", ""target"", ""water""]","{""chunk_id"": ""ch9-f84"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 33, ""keywords"": [""fraction"", ""current"", ""required"", ""the"", ""replacement"", ""level"", ""starting"", ""compute"", ""target"", ""water""]}"
ch13-f20,ch13,13,1,chapter,Ch13,,"Do stage the dilution if a single large drain is not feasible, and compute the extra water that staging costs. Chapter 13 §13.10.3.","Do stage the dilution if a single large drain is not feasible, and compute the extra water that staging costs. Chapter 13 §13.10.3.",33,False,False,"[""drain"", ""extra"", ""not"", ""the"", ""and"", ""that"", ""stage"", ""staging"", ""compute"", ""water""]","{""chunk_id"": ""ch13-f20"", ""chunk_id_legacy"": ""ch13"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 13, ""hierarchy_path"": ""Ch13"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 33, ""keywords"": [""drain"", ""extra"", ""not"", ""the"", ""and"", ""that"", ""stage"", ""staging"", ""compute"", ""water""]}"
ch9-f85,ch9,9,1,chapter,Ch9,,"Do confirm structural safety, water table, liner float risk, and discharge permitting before releasing any water. Chapter 9 §9.17.4. [S6]","Do confirm structural safety, water table, liner float risk, and discharge permitting before releasing any water. Chapter 9 §9.17.4. [S6]",34,False,False,"[""safety"", ""liner"", ""any"", ""permitting"", ""confirm"", ""table"", ""risk"", ""and"", ""releasing"", ""water""]","{""chunk_id"": ""ch9-f85"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 34, ""keywords"": [""safety"", ""liner"", ""any"", ""permitting"", ""confirm"", ""table"", ""risk"", ""and"", ""releasing"", ""water""]}"
ch240,ch240,240,1,chapter,Ch240,,Panel: FC 0.4 · CC 0.3 · pH 8.0 · TA 100 · CH 240 · CYA 40 · 82 °F Code minimum FC with cyanurates present: 2 ppm.,Panel: FC 0.4 · CC 0.3 · pH 8.0 · TA 100 · CH 240 · CYA 40 · 82 °F Code minimum FC with cyanurates present: 2 ppm.,50,False,False,"[""with"", ""ppm"", ""minimum"", ""cyanurates"", ""cya"", ""code"", ""panel"", ""present""]","{""chunk_id"": ""ch240"", ""chunk_id_legacy"": ""ch240"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 240, ""hierarchy_path"": ""Ch240"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 50, ""keywords"": [""with"", ""ppm"", ""minimum"", ""cyanurates"", ""cya"", ""code"", ""panel"", ""present""]}"
ch11-f32,ch11,11,1,chapter,Ch11,,Step 2 — Recognize the pH problem is part of the disinfection problem. At pH 8.0 roughly 24% of free chlorine is the strong form. Chapter 11 §11.8.2. Correcting pH is not a later step.,Step 2 — Recognize the pH problem is part of the disinfection problem. At pH 8.0 roughly 24% of free chlorine is the strong form. Chapter 11 §11.8.2. Correcting pH is not a later step.,54,False,False,"[""roughly"", ""correcting"", ""not"", ""the"", ""free"", ""problem"", ""strong"", ""part"", ""step"", ""disinfection""]","{""chunk_id"": ""ch11-f32"", ""chunk_id_legacy"": ""ch11"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 11, ""hierarchy_path"": ""Ch11"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 54, ""keywords"": [""roughly"", ""correcting"", ""not"", ""the"", ""free"", ""problem"", ""strong"", ""part"", ""step"", ""disinfection""]}"
ch9-f86,ch9,9,1,chapter,Ch9,,Step 4 — Calculate the acid increment. Target pH 7.5. Size the increment by its alkalinity effect (Chapter 9 §9.13.5) — aim for roughly a 10 ppm alkalinity reduction:,Step 4 — Calculate the acid increment. Target pH 7.5. Size the increment by its alkalinity effect (Chapter 9 §9.13.5) — aim for roughly a 10 ppm alkalinity reduction:,47,False,False,"[""aim"", ""effect"", ""roughly"", ""reduction"", ""calculate"", ""ppm"", ""the"", ""increment"", ""step"", ""acid""]","{""chunk_id"": ""ch9-f86"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 47, ""keywords"": [""aim"", ""effect"", ""roughly"", ""reduction"", ""calculate"", ""ppm"", ""the"", ""increment"", ""step"", ""acid""]}"
ch12-f28,ch12,12,1,chapter,Ch12,,"Step 7 — Find the cause. Free chlorine at 0.4 ppm did not happen by itself. Check the feeder is actually delivering, compute daily demand in ppm/day (Chapter 12 §12.5.2), verify flow and filter condition, and check for algae. Record the cause and the preventive action.","Step 7 — Find the cause. Free chlorine at 0.4 ppm did not happen by itself. Check the feeder is actually delivering, compute daily demand in ppm/day (Chapter 12 §12.5.2), verify flow and filter condition, and check for algae. Record the cause and the preventive action.",65,False,False,"[""did"", ""ppm"", ""actually"", ""demand"", ""flow"", ""step"", ""record"", ""compute"", ""find"", ""and""]","{""chunk_id"": ""ch12-f28"", ""chunk_id_legacy"": ""ch12"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 12, ""hierarchy_path"": ""Ch12"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 65, ""keywords"": [""did"", ""ppm"", ""actually"", ""demand"", ""flow"", ""step"", ""record"", ""compute"", ""find"", ""and""]}"
ch260,ch260,260,1,chapter,Ch260,,Panel: FC 2.2 · TC 3.1 · CC 0.9 · pH 7.8 · TA 105 · CH 260 · CYA 50 · 84 °F,Panel: FC 2.2 · TC 3.1 · CC 0.9 · pH 7.8 · TA 105 · CH 260 · CYA 50 · 84 °F,43,False,False,"[""cya"", ""panel""]","{""chunk_id"": ""ch260"", ""chunk_id_legacy"": ""ch260"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 260, ""hierarchy_path"": ""Ch260"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 43, ""keywords"": [""cya"", ""panel""]}"
ch18-f06,ch18,18,1,chapter,Ch18,,Do confirm CC by FAS-DPD — a 0.9 ppm result from two comparator readings could be noise. Chapter 18 §18.4.,Do confirm CC by FAS-DPD — a 0.9 ppm result from two comparator readings could be noise. Chapter 18 §18.4.,32,False,False,"[""confirm"", ""ppm"", ""dpd"", ""comparator"", ""from"", ""two"", ""fas"", ""noise"", ""result"", ""readings""]","{""chunk_id"": ""ch18-f06"", ""chunk_id_legacy"": ""ch18"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 18, ""hierarchy_path"": ""Ch18"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 32, ""keywords"": [""confirm"", ""ppm"", ""dpd"", ""comparator"", ""from"", ""two"", ""fas"", ""noise"", ""result"", ""readings""]}"
